Type d'activité,Date,Favori,Titre,Distance,Calories,Durée,Fréquence cardiaque moyenne,Fréquence cardiaque maximale,TE aérobie,Cadence de vélo moyenne,Cadence de vélo maximale,Vitesse moyenne,Vitesse max,Ascension totale,Descente totale,Longueur moyenne des foulées,Rapport vertical moyen,Oscillation verticale moyenne,Temps de contact moyen avec le sol,Cadence de vélo moyenne,Cadence de vélo maximale,Normalized Power® (NP®),Equilibre G/D,Training Stress Score® (TSS®),Puissance moyenne maximale (20 min),Puissance moy.,Puissance max.,Difficulté,Constance,Nombre total de mouvements,SWOLF moyen,Fréquence moy. des coups,Total des répétitions,Temps de plongée,Température minimale,Intervalle à la surface,Décompression,Temps du meilleur circuit,Nombre de circuits,Température maximale,Fréquence respiratoire moyenne,Fréquence respiratoire minimale,Fréquence respiratoire maximale,Temps de déplacement,Temps écoulé,Altitude minimale,Altitude maximale
Cyclisme sur route,2021-03-07 14:37:32,false,"Marseille Cyclisme sur route","56,34","1.358","02:08:57","154","176","--","0","0","26,2","64,4","966","952","0,00","0,0","0,0","0","81","146","--","--","0,0","--","0","0","0,0","0,0","9778","0","0","0","0:00","10,0","0:00","Non","23:06.32.4","2","17,0","--","--","--","02:08:51","02:11:48","-36","282"
Cyclisme sur route,2021-02-27 07:39:41,false,"Marseille Cyclisme sur route","78,45","1.823","03:05:51","152","182","--","0","0","25,3","61,5","1.329","1.291","0,00","0,0","0,0","0","79","139","--","--","0,0","--","0","0","0,0","0,0","12736","0","0","0","0:00","5,0","0:00","Non","03:05:50.93.5","1","13,0","--","--","--","03:05:29","03:12:20","84","477"
Cyclisme sur route,2021-02-24 09:47:32,false,"Marseille Cyclisme sur route","67,67","1.421","02:27:35","154","189","--","0","0","27,5","60,4","1.053","1.055","0,00","0,0","0,0","0","83","132","--","--","0,0","--","0","0","0,0","0,0","11665","0","0","0","0:00","11,0","0:00","Non","02:27:35.43.6","1","19,0","--","--","--","02:27:33","02:29:51","23","346"
Cyclisme,2021-02-23 11:59:15,false,"Marseille Cyclisme","36,05","804","01:17:21","149","174","3,6","0","0","28,0","54,0","394","423","0,00","0,0","0,0","0","99","140","--","--","0,0","--","0","0","0,0","0,0","7347","0","0","0","0:00","0,0","0:00","Non","01:56.55.2","8","0,0","--","--","--","01:17:14","01:17:21","48","139"
Cyclisme sur route,2021-02-23 11:56:46,false,"Marseille - Exercice de vélocité","36,53","641","01:19:25","148","174","--","0","0","27,6","54,1","368","380","0,00","0,0","0,0","0","99","140","--","--","0,0","--","0","0","0,0","0,0","7516","0","0","0","0:00","15,0","0:00","Non","02:19.18","14","17,0","--","--","--","01:19:23","01:19:28","27","112"
Cyclisme sur route,2021-02-19 10:39:16,false,"Marseille Cyclisme sur route","66,20","2.406","02:22:46","0","0","--","0","0","27,8","58,3","870","854","0,00","0,0","0,0","0","87","126","--","--","0,0","--","0","0","0,0","0,0","11576","0","0","0","0:00","10,0","0:00","Non","02:22:45.75.2","1","18,0","--","--","--","02:22:42","02:28:30","24","364"
Cyclisme sur route,2021-02-17 11:36:59,false,"Marseille Cyclisme sur route","65,21","1.393","02:31:25","159","191","--","0","0","25,8","63,7","1.203","1.215","0,00","0,0","0,0","0","81","147","--","--","0,0","--","0","0","0,0","0,0","11307","0","0","0","0:00","12,0","0:00","Non","02:31:25.40","1","18,0","--","--","--","02:31:21","02:35:23","13","383"
Cyclisme sur route,2021-02-15 11:04:26,false,"Marseille Cyclisme sur route","28,05","517","01:01:22","141","174","--","0","0","27,4","56,9","458","457","0,00","0,0","0,0","0","76","130","--","--","0,0","--","0","0","0,0","0,0","4509","0","0","0","0:00","8,0","0:00","Non","01:01:22.46.7","1","15,0","--","--","--","01:01:16","01:01:49","51","336"
Cyclisme sur route,2021-02-13 07:41:45,false,"Marseille Cyclisme sur route","83,65","1.588","03:42:12","140","187","--","0","0","22,6","67,4","1.154","1.167","0,00","0,0","0,0","0","72","152","--","--","0,0","--","0","0","0,0","0,0","12975","0","0","0","0:00","0,0","0:00","Non","03:42:11.90.1","1","14,0","--","--","--","03:40:51","04:44:49","-32","217"
Cyclisme sur route,2021-02-11 10:16:44,false,"Marseille - Au seuil","31,27","683","01:14:30","153","184","--","0","0","25,2","56,5","601","609","0,00","0,0","0,0","0","78","119","--","--","0,0","--","0","0","0,0","0,0","5413","0","0","0","0:00","7,0","0:00","Non","00:00.00","5","16,0","--","--","--","01:02:55","01:16:52","93","387"
Cyclisme sur route,2021-02-09 11:57:14,false,"Marseille Cyclisme sur route","59,10","1.066","02:18:15","150","179","--","0","0","25,7","61,2","1.088","1.094","0,00","0,0","0,0","0","77","133","--","--","0,0","--","0","0","0,0","0,0","9801","0","0","0","0:00","9,0","0:00","Non","02:18:14.56.1","1","16,0","--","--","--","02:18:07","02:18:15","-9","314"
Cyclisme sur route,2021-02-08 12:07:16,false,"Marseille Cyclisme sur route","28,43","571","01:04:52","148","192","--","0","0","26,3","55,7","452","453","0,00","0,0","0,0","0","69","120","--","--","0,0","--","0","0","0,0","0,0","4331","0","0","0","0:00","9,0","0:00","Non","31:38.77.5","2","17,0","--","--","--","01:04:52","01:04:52","19","307"
Cyclisme sur route,2021-02-07 07:36:57,false,"Marseille Cyclisme sur route","95,85","1.637","03:24:47","155","188","--","0","0","28,1","62,2","1.171","1.196","0,00","0,0","0,0","0","80","142","--","--","0,0","--","0","0","0,0","0,0","14119","0","0","0","0:00","6,0","0:00","Non","03:24:46.54.4","1","13,0","--","--","--","03:24:34","03:45:32","-1","418"
Cyclisme sur route,2021-02-05 08:46:08,false,"Marseille Cyclisme sur route","53,50","1.100","02:05:18","156","187","--","0","0","25,6","58,2","965","974","0,00","0,0","0,0","0","76","137","--","--","0,0","--","0","0","0,0","0,0","8864","0","0","0","0:00","10,0","0:00","Non","02:05:18.09.6","1","16,0","--","--","--","02:05:17","02:08:04","45","361"
Cyclisme sur route,2021-02-05 07:40:48,false,"Marseille Cyclisme sur route","0,00","--","00:00:00,5","0","0","--","0","0","5,0","--","--","--","0,00","0,0","0,0","0","0","0","--","--","0,0","--","0","0","0,0","0,0","--","0","0","0","0:00","23,0","0:00","Non","00:00.49.3","1","23,0","--","--","--","00:00:00","00:00:00,5","57","57"
Cyclisme,2021-02-04 11:53:21,false,"Marseille Cyclisme","47,11","1.291","01:44:29","161","196","5,0","0","0","27,1","52,2","669","669","0,00","0,0","0,0","0","87","137","--","--","0,0","--","0","0","0,0","0,0","8380","0","0","0","0:00","0,0","0:00","Non","06:41.92.8","10","0,0","--","--","--","01:43:45","01:46:33","8","334"
Cyclisme sur route,2021-02-04 11:53:15,false,"Marseille Cyclisme sur route","46,93","1.054","01:43:19","161","196","--","0","0","27,3","53,1","579","578","0,00","0,0","0,0","0","87","137","--","--","0,0","--","0","0","0,0","0,0","8365","0","0","0","0:00","11,0","0:00","Non","01:43:19.04.9","1","16,0","--","--","--","01:43:18","01:46:09","18","332"
Cyclisme sur route,2021-02-02 10:59:45,false,"Marseille Cyclisme sur route","29,86","640","01:09:53","157","187","--","0","0","25,6","56,3","492","492","0,00","0,0","0,0","0","68","125","--","--","0,0","--","0","0","0,0","0,0","4363","0","0","0","0:00","12,0","0:00","Non","01:09:52.97.5","1","16,0","--","--","--","01:09:48","01:11:26","118","401"
Cyclisme sur route,2021-01-28 08:36:03,false,"Marseille Cyclisme sur route","102,94","2.301","04:04:18","147","182","--","0","0","25,3","66,1","1.504","1.513","0,00","0,0","0,0","0","79","151","--","--","0,0","--","0","0","0,0","0,0","17012","0","0","0","0:00","8,0","0:00","Non","04:04:17.71.6","1","15,0","--","--","--","04:03:50","04:14:06","-77","359"
Cyclisme sur route,2021-01-25 10:27:48,false,"Marseille - Exercice de force","29,09","707","01:08:52","155","202","--","0","0","25,3","56,8","445","453","0,00","0,0","0,0","0","80","131","--","--","0,0","--","0","0","0,0","0,0","5178","0","0","0","0:00","7,0","0:00","Non","00:00.00","8","20,0","--","--","--","00:55:23","01:08:52","-9","280"
Cyclisme sur route,2021-01-23 14:12:11,false,"Marseille Cyclisme sur route","40,76","1.014","01:32:37","162","178","--","0","0","26,4","58,2","743","737","0,00","0,0","0,0","0","82","126","--","--","0,0","--","0","0","0,0","0,0","7137","0","0","0","0:00","7,0","0:00","Non","01:32:37.42.4","1","14,0","--","--","--","01:32:37","01:32:37","86","375"
Cyclisme sur route,2021-01-21 10:47:01,false,"Marseille - Aérobie zone 2","44,24","954","01:50:08","150","181","--","0","0","24,1","58,8","869","868","0,00","0,0","0,0","0","83","132","--","--","0,0","--","0","0","0,0","0,0","7538","0","0","0","0:00","9,0","0:00","Non","50:07.89.9","2","17,0","--","--","--","01:49:54","01:57:02","12","331"
Cyclisme sur route,2021-01-19 13:25:18,false,"Marseille - Intervalles de 30 secondes (30 fois)","23,89","485","00:57:57","141","175","--","0","0","24,7","49,7","166","378","0,00","0,0","0,0","0","78","120","--","--","0,0","--","0","0","0,0","0,0","4224","0","0","0","0:00","9,0","0:00","Non","00:05.00","72","19,0","--","--","--","00:57:56","01:01:17","53","211"
Cyclisme sur route,2021-01-18 11:28:23,false,"Marseille - Intervalles en zone 5 (4 fois)","31,44","696","01:20:49","145","180","--","0","0","23,3","58,7","476","431","0,00","0,0","0,0","0","81","122","--","--","0,0","--","0","0","0,0","0,0","6023","0","0","0","0:00","5,0","0:00","Non","00:01.83.8","25","14,0","--","--","--","01:20:40","01:24:31","47","340"
Cyclisme sur route,2021-01-13 09:14:25,false,"Marseille Cyclisme sur route","46,76","1.646","01:50:30","0","0","--","0","0","25,4","69,9","613","617","0,00","0,0","0,0","0","81","127","--","--","0,0","--","0","0","0,0","0,0","7897","0","0","0","0:00","6,0","0:00","Non","01:50:29.79.9","1","12,0","--","--","--","01:50:25","01:50:39","3","332"
Cyclisme sur route,2021-01-11 12:22:43,false,"Marseille - Exercice de force","32,38","995","01:18:20","150","184","--","0","0","24,8","58,1","484","461","0,00","0,0","0,0","0","77","129","--","--","0,0","--","0","0","0,0","0,0","5392","0","0","0","0:00","2,0","0:00","Non","00:00.00","8","7,0","--","--","--","00:59:37","01:24:34","21","328"
Cyclisme sur route,2021-01-09 07:44:40,false,"Marseille Cyclisme sur route","106,88","3.573","03:50:51","137","159","--","0","0","27,8","62,9","1.011","1.028","0,00","0,0","0,0","0","83","209","--","--","0,0","--","0","0","0,0","0,0","17297","0","0","0","0:00","0,0","0:00","Non","03:50:51.19.9","1","13,0","--","--","--","03:49:48","04:36:44","-24","202"
Cyclisme sur route,2021-01-06 12:02:14,false,"Marseille Cyclisme sur route","44,39","1.728","01:49:55","0","0","--","0","0","24,2","60,9","907","905","0,00","0,0","0,0","0","78","144","--","--","0,0","--","0","0","0,0","0,0","7639","0","0","0","0:00","2,0","0:00","Non","01:49:55.04.9","1","10,0","--","--","--","01:49:55","01:50:45","45","377"
Cyclisme sur route,2020-12-30 09:25:33,false,"Marseille Cyclisme sur route","64,44","2.296","02:23:21","0","0","--","0","0","27,0","59,8","792","825","0,00","0,0","0,0","0","81","133","--","--","0,0","--","0","0","0,0","0,0","10475","0","0","0","0:00","2,0","0:00","Non","02:23:21.12.6","1","13,0","--","--","--","02:23:18","02:31:41","33","377"
Cyclisme sur route,2020-12-28 10:23:43,false,"Marseille Cyclisme sur route","58,53","1.879","02:12:21","0","0","--","0","0","26,5","43,6","429","438","0,00","0,0","0,0","0","84","133","--","--","0,0","--","0","0","0,0","0,0","9983","0","0","0","0:00","7,0","0:00","Non","02:12:21.29.1","1","18,0","--","--","--","02:12:12","02:15:34","30","179"
Cyclisme sur route,2020-12-11 04:49:34,false,"Marseille Cyclisme sur route","87,11","2.981","03:30:08","0","0","--","0","0","24,9","55,3","969","984","0,00","0,0","0,0","0","80","208","--","--","0,0","--","0","0","0,0","0,0","14471","0","0","0","0:00","1,0","0:00","Non","03:30:08.22.8","1","12,0","--","--","--","03:30:08","03:48:10","-63","677"
Cyclisme sur route,2020-12-07 12:06:27,false,"Marseille Cyclisme sur route","49,36","1.851","01:48:15","0","0","--","0","0","27,4","57,0","872","874","0,00","0,0","0,0","0","85","143","--","--","0,0","--","0","0","0,0","0,0","8979","0","0","0","0:00","6,0","0:00","Non","01:48:15.41","1","14,0","--","--","--","01:48:13","01:48:45","50","367"
Cyclisme sur route,2020-12-03 11:26:46,false,"Marseille - Exercice de vélocité","36,75","1.290","01:21:34","0","0","--","0","0","27,0","40,6","410","399","0,00","0,0","0,0","0","102","158","--","--","0,0","--","0","0","0,0","0,0","7969","0","0","0","0:00","6,0","0:00","Non","00:27.77.4","14","16,0","--","--","--","01:21:30","01:21:36","53","157"
Cyclisme sur route,2020-11-30 11:54:05,false,"Marseille - Exercice de force","28,67","1.048","01:04:00","0","0","--","0","0","26,9","45,6","382","380","0,00","0,0","0,0","0","79","125","--","--","0,0","--","0","0","0,0","0,0","4843","0","0","0","0:00","11,0","0:00","Non","00:00.00","8","19,0","--","--","--","00:58:00","01:04:00","43","157"
Cyclisme sur route,2020-11-29 08:34:12,false,"Marseille Cyclisme sur route","78,54","2.869","03:06:03","0","0","--","0","0","25,3","64,1","1.360","1.372","0,00","0,0","0,0","0","82","148","--","--","0,0","--","0","0","0,0","0,0","14283","0","0","0","0:00","5,0","0:00","Non","03:06:03.03.3","1","17,0","--","--","--","03:06:02","03:13:39","29","436"
Cyclisme sur route,2020-11-27 13:27:35,false,"Marseille - Exercice de vélocité","32,65","1.110","01:10:21","0","0","--","0","0","27,8","50,2","320","333","0,00","0,0","0,0","0","102","145","--","--","0,0","--","0","0","0,0","0,0","6971","0","0","0","0:00","14,0","0:00","Non","00:00.00","13","19,0","--","--","--","01:08:15","01:10:21","50","135"
Cyclisme sur route,2020-11-22 11:35:52,false,"Marseille Cyclisme sur route","26,08","951","01:35:10","0","0","--","0","0","16,4","41,1","538","526","0,00","0,0","0,0","0","0","0","--","--","0,0","--","0","0","0,0","0,0","--","0","0","0","0:00","11,0","0:00","Non","35:59.35","2","18,0","--","--","--","01:34:29","01:39:56","59","292"
Cyclisme sur route,2020-11-20 11:46:35,false,"Marseille - Exercice de PMA","24,85","897","00:57:54","0","0","--","0","0","25,7","46,9","278","332","0,00","0,0","0,0","0","88","134","--","--","0,0","--","0","0","0,0","0,0","4721","0","0","0","0:00","10,0","0:00","Non","00:30.00","23","18,0","--","--","--","00:57:51","00:58:50","44","165"
Cyclisme sur route,2020-11-18 11:16:12,false,"Marseille Cyclisme sur route","53,25","1.919","01:55:23","0","0","--","0","0","27,7","55,8","669","667","0,00","0,0","0,0","0","88","132","--","--","0,0","--","0","0","0,0","0,0","9022","0","0","0","0:00","13,0","0:00","Non","01:55:23.10.1","1","22,0","--","--","--","01:55:19","01:57:35","-6","212"
Cyclisme sur route,2020-11-16 11:54:08,false,"Marseille - Exercice de vélocité","35,01","1.243","01:20:14","0","0","--","0","0","26,2","42,8","382","380","0,00","0,0","0,0","0","100","146","--","--","0,0","--","0","0","0,0","0,0","7832","0","0","0","0:00","13,0","0:00","Non","00:08.57.9","14","18,0","--","--","--","01:20:12","01:20:48","43","132"
Cyclisme sur route,2020-11-13 12:02:40,false,"Marseille - Exercice de PMA","24,94","860","00:56:50","0","0","--","0","0","26,3","51,0","216","273","0,00","0,0","0,0","0","86","133","--","--","0,0","--","0","0","0,0","0,0","4576","0","0","0","0:00","16,0","0:00","Non","00:01.43.4","24","20,0","--","--","--","00:56:44","00:56:52","37","124"
Cyclisme sur route,2020-11-11 10:18:36,false,"Marseille Cyclisme sur route","45,17","1.714","01:47:06","0","0","--","0","0","25,3","44,9","666","669","0,00","0,0","0,0","0","80","145","--","--","0,0","--","0","0","0,0","0,0","7615","0","0","0","0:00","12,0","0:00","Non","01:47:05.92.4","1","20,0","--","--","--","01:46:56","01:50:49","-17","163"
Cyclisme,2020-11-09 12:46:14,false,"Marseille Cyclisme","32,49","747","01:12:15","148","171","4,1","0","0","27,0","47,6","330","337","0,00","0,0","0,0","0","105","139","--","--","0,0","--","0","0","0,0","0,0","7471","0","0","0","0:00","0,0","0:00","Non","04:26.02.8","7","0,0","--","--","--","01:12:03","01:12:15","50","138"
Cyclisme sur route,2020-11-09 12:44:31,false,"Marseille - Exercice de vélocité","32,86","1.096","01:13:35","0","0","--","0","0","26,8","47,2","317","328","0,00","0,0","0,0","0","104","139","--","--","0,0","--","0","0","0,0","0,0","7548","0","0","0","0:00","17,0","0:00","Non","00:00.00","13","20,0","--","--","--","01:09:38","01:13:48","75","163"
Cyclisme sur route,2020-11-06 13:30:50,false,"Marseille - Exercice de PMA","31,33","1.063","01:10:53","0","0","--","0","0","26,5","53,5","288","350","0,00","0,0","0,0","0","86","200","--","--","0,0","--","0","0","0,0","0,0","5573","0","0","0","0:00","17,0","0:00","Non","00:01.96.2","26","19,0","--","--","--","01:10:39","01:13:32","24","149"
Cyclisme sur route,2020-11-04 12:50:25,false,"Marseille - Exercice de vélocité","36,43","1.255","01:20:12","0","0","--","0","0","27,3","51,0","402","407","0,00","0,0","0,0","0","103","149","--","--","0,0","--","0","0","0,0","0,0","7992","0","0","0","0:00","12,0","0:00","Non","00:00.00","13","17,0","--","--","--","01:16:04","01:20:37","42","155"
Cyclisme sur route,2020-11-02 15:30:09,false,"Marseille - Exercice de force","26,78","896","00:59:16","0","0","--","0","0","27,1","44,1","258","266","0,00","0,0","0,0","0","81","125","--","--","0,0","--","0","0","0,0","0,0","4569","0","0","0","0:00","15,0","0:00","Non","00:00.00","8","19,0","--","--","--","00:53:42","00:59:38","38","139"
Cyclisme sur route,2020-10-29 07:52:36,false,"Marseille Cyclisme sur route","109,77","3.868","04:13:13","0","0","--","0","0","26,0","69,4","1.371","1.366","0,00","0,0","0,0","0","79","136","--","--","0,0","--","0","0","0,0","0,0","16798","0","0","0","0:00","10,0","0:00","Non","04:13:12.83.5","1","18,0","--","--","--","04:12:47","04:25:38","44","407"
Cyclisme sur route,2020-10-27 07:56:56,false,"Marseille Cyclisme sur route","89,40","3.283","03:26:27","0","0","--","0","0","26,0","62,3","1.338","1.359","0,00","0,0","0,0","0","79","144","--","--","0,0","--","0","0","0,0","0,0","14362","0","0","0","0:00","6,0","0:00","Non","03:26:27.04.6","1","15,0","--","--","--","03:26:18","03:46:36","43","485"
Cyclisme sur route,2020-10-20 08:19:07,false,"Crêtes","54,06","2.209","02:12:31","0","0","--","0","0","24,5","57,9","1.212","1.201","0,00","0,0","0,0","0","81","133","--","--","0,0","--","0","0","0,0","0,0","9713","0","0","0","0:00","10,0","0:00","Non","02:12:31.49.4","1","19,0","--","--","--","02:12:31","02:12:31","24","365"
Cyclisme sur route,2020-10-18 08:00:12,false,"Marseille Cyclisme sur route","98,34","3.719","03:48:22","0","0","--","0","0","25,8","62,0","1.808","1.846","0,00","0,0","0,0","0","83","149","--","--","0,0","--","0","0","0,0","0,0","15943","0","0","0","0:00","2,0","0:00","Non","03:48:21.82.5","1","16,0","--","--","--","03:48:09","04:06:09","24","715"
Cyclisme sur route,2020-10-13 07:56:32,false,"Marseille Cyclisme sur route","46,88","1.717","01:52:03","0","0","--","0","0","25,1","62,3","815","834","0,00","0,0","0,0","0","80","159","--","--","0,0","--","0","0","0,0","0,0","8332","0","0","0","0:00","5,0","0:00","Non","00:01.17.4","3","16,0","--","--","--","01:51:58","01:52:21","30","325"
Cyclisme sur route,2020-10-12 11:40:33,false,"Marseille - Copie de Vélocité 2/8","28,97","1.060","01:06:52","0","0","--","0","0","26,0","62,4","421","429","0,00","0,0","0,0","0","87","133","--","--","0,0","--","0","0","0,0","0,0","5387","0","0","0","0:00","14,0","0:00","Non","01:00.00","17","18,0","--","--","--","01:06:42","01:09:13","45","326"
Cyclisme sur route,2020-10-10 07:35:06,false,"Marseille Cyclisme sur route","105,50","3.649","04:04:51","0","0","--","0","0","25,9","58,4","1.312","1.322","0,00","0,0","0,0","0","81","147","--","--","0,0","--","0","0","0,0","0,0","16317","0","0","0","0:00","8,0","0:00","Non","04:04:50.51","1","21,0","--","--","--","04:03:09","04:56:21","14","451"
Cyclisme sur route,2020-10-08 12:13:07,false,"Marseille - Vélocité 1/8","22,65","780","00:47:35","0","0","--","0","0","28,6","46,8","214","200","0,00","0,0","0,0","0","91","129","--","--","0,0","--","0","0","0,0","0,0","4159","0","0","0","0:00","19,0","0:00","Non","01:00.00","23","22,0","--","--","--","00:47:00","00:51:04","42","130"
Cyclisme sur route,2020-10-03 07:35:23,false,"Marseille Cyclisme sur route","107,16","3.785","03:57:13","0","0","--","0","0","27,1","64,3","1.480","1.505","0,00","0,0","0,0","0","83","150","--","--","0,0","--","0","0","0,0","0,0","17294","0","0","0","0:00","7,0","0:00","Non","03:57:13.26.1","1","16,0","--","--","--","03:56:35","04:18:02","12","461"
Cyclisme sur route,2020-10-01 11:37:24,false,"Marseille Cyclisme sur route","40,96","1.551","01:29:06","0","0","--","0","0","27,6","56,1","717","719","0,00","0,0","0,0","0","78","116","--","--","0,0","--","0","0","0,0","0,0","6474","0","0","0","0:00","16,0","0:00","Non","01:29:06.22.5","1","20,0","--","--","--","01:28:50","01:29:06","26","297"
Cyclisme,2020-09-26 07:26:28,false,"Marseille Cyclisme","98,87","2.259","03:58:56","151","182","5,0","0","0","24,8","65,4","1.488","1.487","0,00","0,0","0,0","0","79","153","--","--","0,0","--","0","0","0,0","0,0","15430","0","0","0","0:00","0,0","0:00","Non","09:28.21.5","20","0,0","--","--","--","03:50:09","05:04:43","11","452"
Cyclisme,2020-09-21 11:11:59,false,"Marseille Cyclisme","40,79","926","01:30:55","149","173","3,6","0","0","26,9","61,5","798","802","0,00","0,0","0,0","0","79","135","--","--","0,0","--","0","0","0,0","0,0","6750","0","0","0","0:00","0,0","0:00","Non","01:25.51.8","9","0,0","--","--","--","01:30:42","01:33:27","51","328"
Cyclisme,2020-09-19 07:21:12,false,"Marseille Cyclisme","125,82","2.875","04:26:04","155","191","4,9","0","0","28,4","61,8","1.386","1.384","0,00","0,0","0,0","0","83","136","--","--","0,0","--","0","0","0,0","0,0","18971","0","0","0","0:00","0,0","0:00","Non","02:53.73.3","26","0,0","--","--","--","04:24:06","05:01:18","11","429"
Cyclisme,2020-09-13 07:41:10,false,"Marseille Cyclisme","128,72","2.573","05:12:10","146","178","3,6","0","0","24,7","55,4","2.056","2.047","0,00","0,0","0,0","0","79","134","--","--","0,0","--","0","0","0,0","0,0","21365","0","0","0","0:00","0,0","0:00","Non","00:00.64.6","36","0,0","--","--","--","05:06:25","05:22:11","11","514"
Cyclisme,2020-09-11 11:19:36,false,"Marseille Cyclisme","34,16","852","01:15:24","156","182","4,6","0","0","27,2","58,8","681","686","0,00","0,0","0,0","0","77","120","--","--","0,0","--","0","0","0,0","0,0","5432","0","0","0","0:00","0,0","0:00","Non","02:54.26.6","8","0,0","--","--","--","01:15:18","01:16:42","51","328"
Cyclisme,2020-09-05 07:01:17,false,"Marseille Cyclisme","121,44","2.428","04:33:00","146","180","4,5","0","0","26,7","60,4","1.482","1.480","0,00","0,0","0,0","0","82","138","--","--","0,0","--","0","0","0,0","0,0","19506","0","0","0","0:00","0,0","0:00","Non","04:16.93.2","25","0,0","--","--","--","04:31:28","05:06:02","6","425"
Cyclisme,2020-09-04 07:44:36,false,"Marseille Cyclisme","31,60","815","01:09:28","158","180","4,6","0","0","27,3","56,9","659","656","0,00","0,0","0,0","0","82","122","--","--","0,0","--","0","0","0,0","0,0","5406","0","0","0","0:00","0,0","0:00","Non","03:05.27","7","0,0","--","--","--","01:09:21","01:12:47","51","328"
Cyclisme,2020-08-30 06:52:46,false,"Marseille Cyclisme","122,82","2.448","04:20:25","149","187","3,9","0","0","28,3","63,7","1.643","1.646","0,00","0,0","0,0","0","85","140","--","--","0,0","--","0","0","0,0","0,0","20310","0","0","0","0:00","0,0","0:00","Non","06:14.49.3","25","0,0","--","--","--","04:19:20","05:21:46","13","459"
Cyclisme,2020-08-30 06:49:35,false,"Marseille Cyclisme","0,24","15","00:02:57,6","97","107","1,0","0","0","4,9","21,5","9","7","0,00","0,0","0,0","0","55","81","--","--","0,0","--","0","0","0,0","0,0","25","0","0","0","0:00","0,0","0:00","Non","02:57.63.4","1","0,0","--","--","--","00:01:30","00:02:57,6","52","62"
Cyclisme,2020-08-28 11:06:36,false,"Marseille - Entraînement vélo","30,91","766","01:11:10","154","191","4,0","0","0","26,1","58,5","600","605","0,00","0,0","0,0","0","79","124","--","--","0,0","--","0","0","0,0","0,0","5016","0","0","0","0:00","0,0","0:00","Non","00:01.00.1","11","0,0","--","--","--","01:11:04","01:11:18","51","328"
